x,y,z,d_x,d_y,d_z,fi,thetta,psi,d_fi,d_thetta,d_psi,Outcome
-0.048582331,-0.391734617,-0.244344445,0.527024197,0.914980658,0.725128815,-0.000515475,0.058905229,-0.070293153,0.185475495,0.278864716,0.555838044,1
0.090515121,0.095278574,0.090439252,-3.560473602,-3.031781207,-3.407477213,-0.090634286,0.007881518,0.088861805,-4.458258176,-4.036004926,-3.488193513,1
-0.102576582,-0.084578035,-0.097599649,-0.148,-0.0785,-0.12,-0.158727947,-0.130349392,-0.100478296,0.784,0.265,-0.126,1
-0.17031089,-0.041787359,-0.126833153,-0.17434904,-0.346180934,-0.180052397,-0.194053867,-0.197849248,-0.142609076,1.427022265,0.573083708,-0.160147536,1
-0.195081813,-0.290443753,-0.24530911,3.511892231,3.092326887,3.434330351,-0.01513482,-0.087031073,-0.194187663,4.93716221,4.198275531,3.452958136,1
-0.916558461,-1.207126565,-1.025453678,0.793054734,-0.632504891,0.242108614,-0.012984581,-0.224400887,-0.566195278,2.022530964,1.381871511,0.168312629,1
-0.112225819,-0.104708379,-0.108195875,-0.042840178,-0.181008692,-0.077416263,-0.082431752,-0.098982704,-0.109674623,0.810223076,0.36067832,-0.053357225,1
0.088493446,0.078777933,0.087348111,20.0316997,19.7693101,19.95364908,0.179360225,0.13130918,0.088660175,20.58016863,20.3,19.99401651,1
-0.516864999,-1.244123512,-0.824734392,-19.26191647,-19.40829343,-19.45650772,0.012830037,-0.02069834,-0.42265966,-20.98818766,-20.22637043,-19.69008172,1
-0.04854795,-0.196032861,-0.133212698,0.042267178,0.202719109,0.148737169,-0.02484017,0.002257579,-0.05206576,0.038649263,0.000313822,0.054526233,0
0.043273839,-0.027157904,0.013117964,0.467187694,0.569657078,0.513464812,0.053999468,0.066483924,0.042083687,0.020357316,0.24228574,0.467864588,1
0.110803871,0.101756168,0.108250109,0.016906735,0.211859293,0.068916629,0.058690788,0.088597822,0.108917539,-0.735078426,-0.349,0.037314395,1
0.104625962,0.084428779,0.099545031,0.123067867,0.11097795,0.110935095,0.141507029,0.124188356,0.10224622,-0.864926197,-0.323,0.1080704,1
-0.000389938,-0.00159506,-0.000186901,0.000391877,0.001603348,0.00031229,-0.00016264,0.0000398,-0.000337729,0.000163244,-0.0000401,0.000354157,0
-0.012114286,-0.013576882,-0.012159184,0.437405722,0.338252123,0.408332351,0.024420199,0.004633135,-0.011808073,0.51123097,0.483767714,0.423088526,1
-0.0000244,-0.0000999,0.00000093,0.0000246,0.000100443,0.00000109,-0.0000102,0.00000249,-0.0000188,0.0000102,-0.0000025,0.0000197,0
-0.094384254,-0.309774684,-0.22259946,0.469660053,0.631418389,0.598471868,-0.039463549,-0.012353035,-0.102608969,0.728456079,0.538358402,0.484094156,1
0.230450638,0.214429042,0.224496609,-1.895102825,-1.420197233,-1.766490787,0.101098467,0.17398294,0.226172799,-3.747375801,-2.795729519,-1.844131653,1
0.111098566,0.112617196,0.110893026,-0.0163,0.229,0.0542,0.032088684,0.075131521,0.110282369,-0.631,-0.327,0.016,1
-0.007491571,-0.03087182,-0.013812882,0.007548825,0.031165815,0.018086914,-0.003149412,0.000794484,-0.007406076,0.002969781,-0.000909854,0.007766218,0
-0.110844993,-0.57576257,-0.364645545,0.123458777,0.649218063,0.34814086,-0.058551495,0.028077174,-0.142439264,-0.04663205,-0.086837526,0.147193251,0
0.093189904,0.076266234,0.09849364,0.180814661,0.027568066,0.109934167,0.175481938,0.132689885,0.097300986,-0.52985543,-0.120934885,0.126363316,1
-0.012956797,-0.052966316,-0.027527434,0.013387591,0.052800959,0.034678018,-0.005114874,0.001455355,-0.013008509,0.004484188,-0.001533149,0.013640588,0
-0.029779636,-0.028521576,-0.028486193,0.418748773,0.319845856,0.391107564,0.001383888,-0.015630638,-0.028874751,0.674804389,0.547389072,0.407002026,1
-0.230455223,-0.214448178,-0.224496106,1.895107433,1.420216466,1.766490316,-0.101100418,-0.173982472,-0.226176161,3.747377762,2.795729049,1.844135179,1
0.089101211,0.054224569,0.080205833,0.207792562,0.038027077,0.156603178,0.180965296,0.138171432,0.088050858,-0.204062863,0.040567257,0.173456578,1
-0.012077731,-0.013428549,-0.012159174,0.437368984,0.338103045,0.408328383,0.024435319,0.004629408,-0.011779851,0.511215775,0.48377146,0.423058931,1
-0.183391038,-0.846653891,-0.510077301,0.300195521,0.785503192,0.438960706,-0.003949419,0.071713923,-0.207644664,-0.274532264,-0.141754689,0.209770373,0
0.087922243,0.077237763,0.086160266,0.430875129,0.558379417,0.465753001,0.057684847,0.076783689,0.087261196,-0.090712317,0.176920403,0.444056712,1
-0.162718018,-0.08840357,-0.127339313,-0.046230032,-0.379054761,-0.135280106,-0.092232988,-0.14051732,-0.140818218,1.073174726,0.504042281,-0.088519947,1
0.096398065,0.022618788,0.041474342,0.059856186,0.354391021,0.21808321,0.059610445,0.109803166,0.110710995,-0.757972212,-0.367901752,0.092785275,1
-0.041964425,-0.037248539,-0.039923062,0.398671356,0.310812469,0.375636726,-0.0200584,-0.032535157,-0.040761959,0.802332411,0.592770905,0.390656669,1
-0.176788745,-0.142202262,-0.164441813,-0.091835876,-0.300573719,-0.136389163,-0.134893013,-0.16180008,-0.167569697,0.927039319,0.396167642,-0.108229664,1
0.088449371,0.086668642,0.087987853,-3.558400672,-3.02313238,-3.403975698,-0.091513647,0.008089738,0.086864892,-4.457360257,-4.036208185,-3.486099468,1
0.041310193,0.030539215,0.039017861,0.453598231,0.440628501,0.445638317,0.058792142,0.050919854,0.040215241,0.125955041,0.306670472,0.44601993,1
0.019250855,0.012125374,0.017434277,0.453127136,0.391496692,0.43242641,0.050072397,0.034150696,0.01857378,0.266026802,0.376459232,0.440336697,1
0.052568562,0.000627938,0.0375,11.24294056,11.04120913,11.1639649,0.148929598,0.102980547,0.0431,11.27342077,11.28309813,11.19973713,1
-0.00000102,-0.00000416,0.000000105,0.00000102,0.00000418,-0.000000121,-0.000000424,0.000000104,-0.000000681,0.000000426,-0.000000104,0.000000714,0
-0.122566966,-0.517437801,-0.345319745,0.517392519,0.891538699,0.711342352,-0.053362739,0.007879121,-0.147607776,0.635539184,0.468864506,0.539180941,1
-0.318932699,-1.087302767,-0.655010279,1.101585709,0.988416769,0.942993523,0.191853091,0.158382959,-0.264068558,-0.279345539,0.300754157,0.727215021,1
-0.095875009,-0.082450947,-0.092498782,-0.201,-0.00951,-0.14,-0.183859422,-0.137461207,-0.094865367,0.207,-0.0414,-0.166,1
-0.107902761,-0.091927751,-0.102373162,-0.097854741,-0.132978545,-0.100580222,-0.124368619,-0.117159726,-0.105218113,0.883989851,0.351,-0.090350703,1
-0.07710612,-0.139674203,-0.096893935,0.043312573,-0.098470892,-0.015877263,-0.002683795,-0.034923014,-0.088085705,0.223531033,0.1431114,0.005856157,1
-0.125203379,-0.258800182,-0.204461367,0.335015903,0.534911717,0.455777415,-0.137993977,-0.092928147,-0.126638623,0.978856951,0.581197358,0.359419791,1
-0.093008559,-0.166716612,-0.131359025,0.371577729,0.424678669,0.421898002,-0.084842218,-0.06735542,-0.091642485,1.019663655,0.645914767,0.376421856,1
-0.204870158,-0.170628995,-0.194503357,-3.735004559,-3.470079362,-3.643534013,-0.352305283,-0.275598175,-0.200734902,-2.343270826,-3.140040331,-3.674834889,1
-0.263671911,-0.240481389,-0.255050805,1.328648075,0.928177098,1.224715578,-0.172620725,-0.225212339,-0.258399378,3.488270628,2.358424736,1.293377566,1
-0.00000125,-0.00000513,0.000000133,0.00000126,0.00000515,-0.00000015,-0.000000523,0.000000128,-0.000000847,0.000000525,-0.000000128,0.000000889,0
-0.054565816,-0.064543675,-0.056016571,3.595197691,3.074605075,3.442238585,0.132646631,0.031495142,-0.053660092,4.201348168,3.937638784,3.520362729,1
-0.277792078,-0.2357912,-0.265597765,-1.70401153,-1.696804458,-1.683714459,-0.349274286,-0.315633225,-0.27203721,0.444946364,-0.732069656,-1.674158467,1
0.111342532,0.108053773,0.109775129,-0.0006,0.221,0.0612,0.044964511,0.081724767,0.109908998,-0.683,-0.339,0.026,1
-0.282254729,-0.991396039,-0.591659534,0.733170415,0.62589121,0.57179045,0.221683422,0.197876069,-0.192539553,-0.915577134,-0.200025768,0.338413271,1
-0.191475962,-0.496857872,-0.370849762,0.040750191,0.253840786,0.195534087,-0.12257454,-0.083081076,-0.211314758,0.801527339,0.319656447,0.063912938,1
-0.129876032,-0.13159913,-0.121399293,-0.047039781,-0.183404764,-0.09029645,-0.092057219,-0.109163903,-0.120757032,0.733522675,0.320757061,-0.075554812,1
0.110644435,0.110738232,0.1106447,-0.015857512,0.230827233,0.05459876,0.031897159,0.075177885,0.109877081,-0.6307103,-0.327,0.016448652,1
-0.092450889,-0.085461919,-0.090158377,-0.226914439,0.029818572,-0.150489867,-0.185233452,-0.135054423,-0.092090801,-0.51629996,-0.392,-0.188560808,1
-0.069515172,-0.247774262,-0.167487408,3.669133104,3.347430909,3.636783518,0.143418888,0.071963836,-0.076158376,3.97919184,3.83132623,3.610544821,1
-0.074215201,-0.064223227,-0.071434452,0.306228226,0.330939919,0.317875875,-0.104220579,-0.089104077,-0.073031855,0.990418592,0.612750203,0.317394315,1
-0.000082,-0.000335147,-0.0000089,0.0000824,0.00033682,0.0000227,-0.0000342,0.00000835,-0.0000663,0.0000343,-0.00000839,0.0000696,0
0.111161757,0.1099144,0.110334874,-0.008522263,0.225585095,0.0577,0.038355566,0.078407721,0.110038252,-0.657,-0.333,0.021,1
-0.020631775,-0.08244209,-0.047902425,0.021434531,0.080729144,0.058255551,-0.007718414,0.002170843,-0.020800842,0.007790136,-0.001451792,0.021809349,0
-0.001714716,-0.007003144,-0.001819778,0.001723215,0.007032004,0.002642033,-0.000713274,0.000173813,-0.001581538,0.000723447,-0.000170378,0.001658465,0
0.088867192,0.080322024,0.087765371,20.03132322,19.76776055,19.95304136,0.17951681,0.131270945,0.089014852,20.58001157,20.3,19.99364459,1
0.043628717,-0.060455792,-0.009560517,0.470926318,0.647869974,0.557401817,0.047338803,0.073446286,0.042141598,-0.024512242,0.20945724,0.480192167,1
-0.111108169,-0.112656921,-0.110892002,0.0163,-0.229,-0.0542,-0.032092734,-0.075130542,-0.11028942,0.631,0.327,-0.016,1
-0.00000774,-0.0000316,0.000000765,0.00000778,0.0000318,-0.000000546,-0.00000323,0.000000789,-0.00000566,0.00000324,-0.000000793,0.00000593,0
-0.112070078,-0.116634229,-0.111692111,0.017291554,-0.224903795,-0.052980487,-0.032497136,-0.075032202,-0.111175655,0.631311736,0.327,-0.015086914,1
-0.132031714,-0.198082747,-0.154758241,0.042749375,-0.200650203,-0.046534862,-0.026166458,-0.075459128,-0.145320389,0.560630803,0.308997103,-0.003795452,1
-0.081380849,-0.394624075,-0.263491178,0.067163362,0.455806175,0.26871627,-0.056171652,0.009019303,-0.101294096,0.04123121,-0.034095181,0.105538828,0
0.163879414,0.120747175,0.153835415,3.728662135,3.419152401,3.624699411,0.327320896,0.244565079,0.160475016,2.598863185,3.256553224,3.663026878,1
-0.037905783,-0.034120126,-0.036113827,0.405864174,0.312841346,0.380923498,-0.012459438,-0.026753443,-0.036797537,0.759896238,0.578171321,0.39644219,1
-0.099547202,-0.083408881,-0.095153691,-0.174,-0.044888155,-0.13,-0.173651767,-0.135180195,-0.097917537,0.592,0.156,-0.145,1
-0.097085166,-0.209225619,-0.185652648,-0.027039417,0.151843212,0.129753279,-0.084346279,-0.050705283,-0.088300461,-0.126525386,-0.119571923,0.012050418,1
-0.110513112,-0.097633537,-0.106345668,-0.0446,-0.188,-0.0801,-0.08171108,-0.099156252,-0.108060087,0.809,0.361,-0.0551,1
0.260659707,0.218438115,0.248754884,1.720282667,1.648447262,1.681394104,0.353684501,0.308321933,0.255219338,-0.297698222,0.816042566,1.681929027,1
0.055485775,0.046939814,0.052914588,0.449122261,0.467594656,0.450822961,0.061392503,0.059276691,0.054170648,0.054628282,0.26811022,0.446168489,1
-0.0000235,-0.000096,0.000000969,0.0000236,0.0000965,0.000000913,-0.00000979,0.00000239,-0.000018,0.00000984,-0.00000241,0.0000189,0
-0.101099107,-0.083796005,-0.096399585,-0.161,-0.0621,-0.125,-0.166567627,-0.132998895,-0.099222859,0.706,0.219,-0.135,1
-0.01645169,-0.016810671,-0.016242428,0.433347515,0.332211848,0.404200177,0.01932305,-0.000208279,-0.01601062,0.55074201,0.499709414,0.41944185,1
-0.095302717,-0.140824767,-0.11023035,0.004515114,-0.122293946,-0.047463334,-0.037935113,-0.063367039,-0.104542823,0.362443761,0.183112333,-0.02254117,1
-0.161342123,-0.15554784,-0.158225271,3.479074741,2.959524195,3.333289254,-0.000945792,-0.089481646,-0.158279113,4.916787319,4.197849972,3.415324729,1
-0.556630695,-1.199328131,-0.814712335,0.917350638,0.056417832,0.485676099,0.235268021,0.082668665,-0.377864591,-0.160329706,0.330419299,0.323363748,0
-0.06076789,-0.051562183,-0.058009183,0.353443288,0.312066746,0.345766713,-0.06402243,-0.063437437,-0.059381759,0.984660961,0.644612441,0.354876323,1
0.010138094,0.004136757,0.008802479,0.450763421,0.37473815,0.426388585,0.044411722,0.026480611,0.009734156,0.330259902,0.406099731,0.436784536,1
-0.093866306,-0.082360619,-0.091094484,-0.214,0.0087,-0.146,-0.185928248,-0.137047348,-0.093203123,-0.1,-0.192,-0.178,1
-0.1136986,-0.141679774,-0.126345592,-0.159364638,0.012952527,-0.091010697,-0.179206567,-0.133589652,-0.112461007,0.597137546,0.154384649,-0.129831474,1
-0.054611492,-0.06473431,-0.056018588,3.595243598,3.074796665,3.442246928,0.1326272,0.031499799,-0.053697894,4.201367695,3.937634104,3.52040237,1
0.249387484,0.228571824,0.24216253,-1.364161115,-0.92262538,-1.247154899,0.138566191,0.201941681,0.244602988,-3.378129909,-2.333637901,-1.320772248,1
0.103924335,0.085507906,0.098751575,0.135,0.0941,0.115,0.150379316,0.127363025,0.101640504,-0.835,-0.299,0.116,1
-0.0000757,-0.00030938,-0.00000723,0.000076,0.000310925,0.0000195,-0.0000315,0.00000771,-0.000061,0.0000317,-0.00000775,0.000064,0
-0.018233647,0.001574474,-0.013810186,-3.653150697,-3.172299817,-3.507266912,-0.208648785,-0.10702584,-0.017610941,-3.66467869,-3.721200317,-3.576721285,1
0.090217389,0.038594268,0.073885153,0.172015238,0.107442282,0.153618232,0.162121782,0.134210758,0.08809757,-0.702103704,-0.220060834,0.146828089,1
-0.099084867,-0.095732557,-0.096990381,-0.197778402,0.003857178,-0.134190887,-0.185227472,-0.137140169,-0.09797993,0.2082383,-0.041694689,-0.163044625,1
-0.795709004,-0.9475926,-0.851072141,0.736874707,-0.366471142,0.316972616,-0.001961925,-0.157540526,-0.382865951,1.52167862,1.149701711,0.239966303,1
0.109540026,0.094134254,0.105839429,0.03616318,0.201613238,0.078014462,0.073298126,0.095713385,0.107315711,-0.785209123,-0.357883465,0.050020414,1
0.02669709,-0.087033334,-0.01375967,0.2546715,-0.029249219,0.142064591,0.185124166,0.113293595,0.003691744,0.006855162,0.179563448,0.188104947,1
0.018294606,0.033283891,0.02126274,-3.626046439,-3.121493318,-3.47549146,-0.172003382,-0.069813505,0.01815371,-3.935217897,-3.83194581,-3.549828342,1
0.005454435,0.014460186,-0.0000174,-0.093802465,0.096401013,-0.016094453,-0.07786937,-0.032554491,0.001744086,0.252903552,0.037414726,-0.039728834,1
-0.00000551,-0.0000225,0.000000587,0.00000554,0.0000226,-0.000000494,-0.0000023,0.000000561,-0.00000397,0.00000231,-0.000000564,0.00000416,0
-0.217888684,-0.224681545,-0.224876424,-3.721449073,-3.416504237,-3.605879378,-0.357420073,-0.274122283,-0.214443486,-2.338820448,-3.141501829,-3.660460599,1
-0.051572948,-0.063314391,-0.053589915,0.396523226,0.332770723,0.383296689,-0.030451414,-0.037884068,-0.050121634,0.846328163,0.605882695,0.390173397,1
-0.000000205,-0.000000839,1.48E-08,0.000000206,0.000000843,-1.93E-08,-8.55E-08,2.09E-08,-0.000000128,0.000000086,-0.000000021,0.000000134,0
-0.0000204,-0.0000835,0.00000106,0.0000205,0.0000839,0.000000418,-0.00000851,0.00000208,-0.0000156,0.00000855,-0.00000209,0.0000163,0
-0.000000374,-0.00000153,3.17E-08,0.000000376,0.00000154,-3.98E-08,-0.000000156,3.81E-08,-0.00000024,0.000000157,-3.83E-08,0.000000251,0
-0.08944451,-0.082710553,-0.088123593,-20,-19.8,-20,-0.179760111,-0.131211941,-0.089534137,-20.6,-20.3,-20,1
0.111101394,0.112628894,0.110892698,-0.0163,0.229,0.0542,0.032089877,0.075131233,0.110284419,-0.631,-0.327,0.016,1
0.226172629,0.186261403,0.215161291,2.245990652,2.045953525,2.171520143,0.357854625,0.291003874,0.221567268,0.604006422,1.52875597,2.19234384,1
0.101097245,0.083788307,0.096399778,0.161,0.0622,0.125,0.166566842,0.132999084,0.099221589,-0.706,-0.219,0.135,1
-0.427265036,-1.101091317,-0.697584154,0.983856474,0.227318875,0.579201901,0.350643357,0.20129456,-0.26811292,-1.081323431,-0.064043218,0.401806917,1
-0.009161964,-0.037732089,-0.017887116,0.009310066,0.037986642,0.023096061,-0.003787153,0.000998504,-0.009124231,0.003439616,-0.00114631,0.009567844,0
0.032017498,0.109762947,0.059428103,-0.200393337,0.143632366,-0.079858307,-0.128449472,-0.05078831,0.046905869,-0.233394633,-0.260284964,-0.133863654,1
-0.54753827,-1.198533177,-0.809836174,0.90924252,0.079495484,0.487616102,0.233416738,0.085773073,-0.37463962,-0.18512827,0.310440885,0.322497082,0
0.103196082,0.104966652,0.103364517,0.417228308,0.576573306,0.463099965,0.055201021,0.081236283,0.102881872,-0.132423326,0.147565506,0.437721868,1
0.226173143,0.186263547,0.215161232,2.245990136,2.04595137,2.171520209,0.357854843,0.291003822,0.221567631,0.604006203,1.528756023,2.192343459,1
0.015507951,-0.017728595,0.006142351,0.462152847,0.434552464,0.455581016,0.04899824,0.038660269,0.014887619,0.238860469,0.360974642,0.450282978,1
-0.005740229,-0.41220654,-0.235037756,-3.465945957,-2.446719006,-3.089926948,-0.151792264,0.027224235,-0.040084244,-4.465265694,-4.102204158,-3.354613474,1
-0.097103716,-0.104829071,-0.09871332,-0.222267306,0.049399816,-0.139160069,-0.187239414,-0.134579025,-0.096785315,-0.514312804,-0.392314772,-0.183637981,1
-0.00000451,-0.0000184,0.000000494,0.00000453,0.0000185,-0.000000443,-0.00000188,0.00000046,-0.00000322,0.00000189,-0.000000462,0.00000338,0
-0.164874754,-0.33258428,-0.268623544,-0.040904585,0.112808984,0.08347297,-0.1490734,-0.111246505,-0.170243065,0.928016661,0.354911313,-0.015393569,1
0.019214448,-0.154482319,-0.080485484,0.485690669,0.741444117,0.623915089,0.031934221,0.071123475,0.013640475,0.018885577,0.219218497,0.506004986,1
-0.107303185,-0.556632263,-0.354351701,0.115443405,0.631866835,0.340625267,-0.059698376,0.025584402,-0.138110161,-0.034138406,-0.081228286,0.142871023,0
-0.0000691,-0.000282753,-0.00000564,0.0000695,0.000284166,0.0000163,-0.0000288,0.00000705,-0.0000556,0.000029,-0.00000708,0.0000583,0
-0.045657277,-0.03916404,-0.043563897,0.390601851,0.308371757,0.369940319,-0.027960091,-0.038492816,-0.044420464,0.843878972,0.606556249,0.384194953,1
-0.016772168,-0.067792825,-0.037537668,0.017462724,0.066893258,0.046392805,-0.00638197,0.00185642,-0.016884254,0.005844788,-0.001634118,0.017703907,0
-0.099524498,-0.083314969,-0.095150207,-0.174,-0.044982535,-0.13,-0.173642195,-0.13518251,-0.097898426,0.592,0.156,-0.145,1
-0.099680002,-0.090697694,-0.096047872,-0.185576602,-0.019519619,-0.131987978,-0.180363513,-0.136550679,-0.098249483,0.43173885,0.071368081,-0.153589319,1
-0.016459337,-0.016841701,-0.016241689,0.4333552,0.332243034,0.404199705,0.019319887,-0.000207499,-0.016016196,0.550745189,0.499708631,0.419447697,1
-0.090732959,-0.096187807,-0.090510424,3.560692488,3.032695092,3.407606638,0.090541561,-0.007859325,-0.089052974,4.458351424,4.035982612,3.488393981,1
-0.030703151,-0.046372841,-0.033665991,0.429448171,0.345293512,0.407932298,0.005530867,-0.009785742,-0.029772286,0.634927113,0.530989455,0.41689168,1
-0.00032571,-0.001332263,-0.000138176,0.000327292,0.001339181,0.000236584,-0.000135869,0.0000332,-0.000279911,0.000136491,-0.0000335,0.000293526,0
-0.008283036,-0.034132314,-0.015725608,0.008379146,0.034419299,0.020448516,-0.003456589,0.000890584,-0.008220388,0.003198335,-0.001024952,0.008620097,0
-0.080210169,-0.070929274,-0.077715676,0.278987778,0.346252529,0.302435484,-0.123543262,-0.101038285,-0.079274523,0.858228508,0.532434465,0.295182765,1
0.248369439,0.118010614,0.191589686,1.7334694,1.811870988,1.770751111,0.33754256,0.31809862,0.240987075,-0.429497009,0.731859992,1.706705601,1
-0.233209911,-0.225939061,-0.228180202,1.897864244,1.431774541,1.771645305,-0.102280629,-0.173706669,-0.228875677,3.748590214,2.795457282,1.846966,1
0.054057453,0.026761286,0.048414335,3.677549691,3.230635914,3.538771561,0.242182224,0.143193569,0.052742641,3.393717218,3.607042627,3.602055568,1
-0.063211484,-0.275275764,-0.188780508,0.050037887,0.303559949,0.202359287,-0.039750138,0.003078503,-0.072650894,0.053302102,-0.00778759,0.075962958,0
0.059952179,0.051688868,0.057440448,0.44731496,0.477642645,0.452517251,0.061719803,0.061835194,0.058626649,0.033009114,0.255781587,0.446087205,1
-0.00000028,-0.00000114,0.000000022,0.000000281,0.00000115,-2.82E-08,-0.000000117,2.85E-08,-0.000000177,0.000000117,-2.87E-08,0.000000186,0
-0.0000428,-0.000174964,-0.000000736,0.000043,0.000175841,0.0000058,-0.0000178,0.00000436,-0.0000337,0.0000179,-0.00000438,0.0000353,0
0.106928063,0.08789544,0.101794685,0.098834756,0.137030994,0.10150838,0.123957864,0.117259296,0.104344522,-0.883578186,-0.351,0.091266787,1
0.229971692,0.212429563,0.224224432,-1.894621372,-1.418187479,-1.766049072,0.100894688,0.174031851,0.225737635,-3.74717154,-2.795778927,-1.843675322,1
0.018775836,-0.00430216,0.013683551,0.458785272,0.421037422,0.446136449,0.050315944,0.038279267,0.018191914,0.237800042,0.361452242,0.446818068,1
-0.0000296,-0.000120853,0.000000635,0.0000297,0.000121461,0.00000214,-0.0000123,0.00000301,-0.0000229,0.0000124,-0.00000303,0.000024,0
0.110864354,0.114948992,0.111400941,-0.0237,0.232,0.0508,0.026038174,0.071927687,0.110397892,-0.605,-0.32,0.0114,1
0.101801784,0.077196553,0.093501507,-0.014476635,0.270082575,0.073919431,0.022251033,0.072916263,0.101178035,-0.601730011,-0.321492482,0.021026567,1
0.107239461,0.089183735,0.101926722,0.0985,0.136,0.101,0.124089251,0.117227553,0.104617776,-0.884,-0.351,0.091,1
-0.000000661,-0.0000027,6.36E-08,0.000000664,0.00000272,-7.63E-08,-0.000000276,6.74E-08,-0.000000435,0.000000277,-6.77E-08,0.000000456,0
0.090501466,0.095221581,0.090440273,-3.560459878,-3.031723927,-3.407477459,-0.090640096,0.00788291,0.088851129,-4.458252337,-4.036006325,-3.488182318,1
-0.109889885,-0.131836201,-0.113711952,-0.019944061,-0.159622473,-0.07373525,-0.067421838,-0.087795809,-0.113687329,0.76984882,0.3558673,-0.043499188,1
-0.278019521,-0.236740569,-0.265688549,-1.703783001,-1.695850189,-1.683555476,-0.349371114,-0.315610052,-0.272239835,0.445043718,-0.732092975,-1.673945986,1
-0.037655035,-0.033102467,-0.036002662,0.405612227,0.311818399,0.38073359,-0.012355641,-0.026778997,-0.036583594,0.759791914,0.578197061,0.39621784,1
-0.110053068,-0.116331359,-0.10846318,-0.110031462,-0.095370693,-0.116118892,-0.130264213,-0.118359498,-0.110889346,0.592696071,0.206173511,-0.110076473,1
-0.111342526,-0.102565576,-0.107905222,-0.025229758,-0.202435551,-0.072132892,-0.06634005,-0.092017766,-0.109170047,0.761,0.354,-0.04246594,1
-0.243585722,-0.202491375,-0.231951154,-1.73553036,-1.598878156,-1.678656146,-0.356716294,-0.300148373,-0.238507389,0.116291473,-0.915039058,-1.689235882,1
-0.000000996,-0.00000407,0.000000103,0.000001,0.00000409,-0.000000119,-0.000000415,0.000000102,-0.000000667,0.000000417,-0.000000102,0.000000699,0
0.126081421,0.095913062,0.101552485,-0.100821798,0.388386404,0.055327615,-0.033554728,0.057758079,0.11000513,-0.711937417,-0.44141759,-0.013460288,1
-0.007265878,-0.317009708,-0.186473834,0.506107475,0.949780396,0.720936665,0.006413477,0.077075152,-0.026148655,0.018528331,0.189195174,0.547241308,1
-0.137763058,-0.280859516,-0.222299075,0.277476157,0.581526328,0.428695393,-0.170168203,-0.112349207,-0.140337804,0.303339478,0.229596303,0.312036911,1
-0.49368645,-1.20657455,-0.818708276,1.13185672,1.014133012,1.014983977,-0.058467974,-0.070680262,-0.45099493,1.609387661,1.185246932,0.821765572,1
0.018143325,0.007634157,0.016443117,0.454241579,0.396006884,0.433910118,0.049615833,0.034263797,0.0175804,0.266485231,0.376346651,0.441378396,1
-0.111823551,-0.118915168,-0.112188379,0.024652708,-0.228093889,-0.049626808,-0.026441461,-0.071829621,-0.11127999,0.605567471,0.32,-0.010433458,1
0.019280656,0.012246305,0.017434511,0.453097184,0.391375154,0.432422707,0.050084725,0.034147658,0.01859697,0.266014414,0.376462286,0.440312378,1
-1.101174693,-1.101174693,-1.101174693,0,0,0,-0.624773469,-0.624773469,-0.624773469,0,0,0,1
-0.089443352,-0.082705764,-0.088123731,-20,-19.8,-20,-0.179759622,-0.131212059,-0.089533304,-20.6,-20.3,-20,1
-0.000178774,-0.000731112,-0.0000473,0.000179644,0.000734814,0.0000903,-0.0000745,0.0000182,-0.000149689,0.000075,-0.0000183,0.000156971,0
-0.164879859,-0.328292484,-0.262092278,0.028091775,0.028633878,0.100125257,-0.089337083,-0.086301351,-0.16958143,0.781289525,0.347687664,0.026177821,1
-0.126122556,-0.12560765,-0.124513726,3.52179675,2.993351288,3.371171935,0.046050556,-0.048241292,-0.123745675,4.69956675,4.124051748,3.453221659,1
-0.855619642,-1.250718745,-1.005346314,0.919647538,-0.603023805,0.318742989,0.110639,-0.133386041,-0.551173078,1.532661733,1.214188128,0.245282665,1
-0.000000709,-0.0000029,6.92E-08,0.000000713,0.00000291,-8.24E-08,-0.000000296,7.23E-08,-0.000000468,0.000000297,-7.26E-08,0.00000049,0
0.075117604,0.031571766,0.055738734,-3.544447571,-2.968785351,-3.364428203,-0.09665002,0.009602787,0.072774936,-4.452862809,-4.037607841,-3.471325612,1
-0.083892069,-0.078010711,-0.081431106,0.265459286,0.358833452,0.295381424,-0.132493621,-0.106271403,-0.083016016,0.728808197,0.462635182,0.283951855,1
0.057556574,-0.040502943,0.007160724,0.460740227,0.67365854,0.557261979,0.045602849,0.079081053,0.056472406,-0.073670008,0.177281508,0.476327818,1
0.032882824,0.024467216,0.03056986,0.454015482,0.418836857,0.440379868,0.056284004,0.044585637,0.031872389,0.178437935,0.333841519,0.444011752,1
0.166350493,0.131050356,0.156995029,3.726186517,3.40879526,3.620243924,0.328376692,0.24431714,0.162883648,2.597780231,3.25679605,3.660501089,1
-0.313765015,-0.275405142,-0.302124774,-0.242442382,-0.431044598,-0.27959875,-0.315388841,-0.319511612,-0.307670941,2.157197861,0.868582951,-0.240604232,1
0.185593505,-0.328451007,-0.082736389,1.809999324,2.400722857,2.032611154,0.285694558,0.350703367,0.142795064,-0.618990658,0.571668793,1.816715251,1
-0.000014,-0.0000571,0.00000105,0.000014,0.0000574,-0.000000312,-0.00000582,0.00000142,-0.0000105,0.00000585,-0.00000143,0.000011,0
-0.05102947,-0.125123726,-0.086378215,0.450370186,0.421309388,0.469566113,-0.001833935,-0.007906442,-0.050238375,0.643956168,0.530713174,0.43834672,1
