x,y,z,d_x,d_y,d_z,fi,thetta,psi,d_fi,d_thetta,d_psi,Outcome
-0.134687325,-0.315116317,-0.195445437,0.116634698,-0.110750906,-0.003479832,0.019573971,-0.041272265,-0.170742998,0.229361666,0.197378009,0.03842068,1
-0.311339948,-0.271092008,-0.299328864,-1.669586764,-1.792952434,-1.687323504,-0.336960545,-0.328197507,-0.305264426,0.665084338,-0.596498348,-1.658036111,1
-0.00000195,-0.00000796,0.000000216,0.00000196,0.000008,-0.00000023,-0.000000812,0.000000198,-0.00000134,0.000000816,-0.000000199,0.00000141,0
-0.260732038,-0.218739996,-0.248761579,-1.720209969,-1.648143872,-1.681375727,-0.353715272,-0.30831456,-0.255279761,0.297729148,-0.816049973,-1.681865665,1
-0.00000288,-0.0000118,0.000000322,0.00000289,0.0000118,-0.000000322,-0.0000012,0.000000293,-0.00000201,0.0000012,-0.000000295,0.00000211,0
-0.000121044,-0.000495002,-0.0000218,0.000121647,0.000497479,0.0000463,-0.0000505,0.0000123,-0.0000997,0.0000507,-0.0000124,0.000104503,0
-0.127105524,-0.129708431,-0.125346764,3.522785874,2.997469987,3.372432211,0.04563363,-0.048140812,-0.124666779,4.699984736,4.123951307,3.454187566,1
0.110215109,0.09640068,0.106224635,0.044860697,0.189351972,0.08030802,0.081585345,0.099186626,0.107799498,-0.809365395,-0.361,0.055323559,1
-0.110875414,-0.11499474,-0.111399969,0.0237,-0.232,-0.0508,-0.026042838,-0.071926559,-0.110406229,0.605,0.32,-0.0113,1
-0.331490386,-0.482964507,-0.428193728,1.334569923,1.184957828,1.376057143,-0.239961258,-0.246588635,-0.334445539,3.620969019,2.367313371,1.329613871,1
0.012523525,-0.002990004,-0.00204133,-0.132744229,0.181025628,-0.026707339,-0.089964563,-0.030864355,0.002826476,-0.526699691,-0.353083671,-0.068540661,1
-0.162942891,-0.32795101,-0.257887035,0.059961916,-0.002092962,0.107994134,-0.060747526,-0.072923667,-0.168066094,0.674808307,0.325854051,0.044464353,1
0.21532042,0.140780168,0.192470216,2.257126665,2.09152164,2.200398437,0.353386956,0.292214316,0.210284205,0.607937813,1.527404845,2.204175287,1
-0.301709631,-0.265860278,-0.29062788,1.205643541,0.954925138,1.149676995,-0.279172194,-0.296189296,-0.295694663,3.621709425,2.332220936,1.197706637,1
0.036077481,0.06552155,0.03215964,-0.175953115,0.202206639,-0.032392503,-0.129666922,-0.042801047,0.032386357,0.242046842,-0.036129511,-0.08341252,1
-0.15335347,-0.194846516,-0.17993873,-3.688078335,-3.249796136,-3.523290427,-0.311699411,-0.209404333,-0.151735398,-2.847492693,-3.37500872,-3.616241115,1
-0.167390196,-0.598950843,-0.408373532,0.466085063,0.935313963,0.684091615,-0.124414171,-0.038919827,-0.194612225,0.957684355,0.56586016,0.494931567,1
0.057062711,0.030172384,0.056995956,0.155159789,0.014674966,0.100666053,0.134393666,0.098509885,0.060560976,-0.243282987,-0.009819082,0.114423441,1
-0.117780775,-0.127906207,-0.120106573,-0.046857821,-0.146853441,-0.065145352,-0.093076245,-0.101941666,-0.115311999,0.83455677,0.361880197,-0.053463917,1
0.111115196,0.101625186,0.107829833,0.0255,0.203,0.0723,0.066244146,0.092040927,0.108973542,-0.761,-0.354,0.0427,1
0.054994433,0.030670567,0.049186735,3.676606867,3.226709277,3.537597872,0.242579726,0.143097764,0.0536184,3.393318907,3.60713855,3.60113721,1
-0.026393985,-0.104100422,-0.063846717,0.026922979,0.101528328,0.076062668,-0.010017302,0.002453976,-0.026717174,0.01195411,-0.000798209,0.028009123,0
-1.001126073,-1.10218401,-1.03528532,1.025525957,-0.21152855,0.594527529,-0.166853306,-0.346591385,-0.55701782,3.395685062,2.240766967,0.604919161,1
-0.006579338,-0.045533346,-0.016549007,0.107762608,-0.060017313,0.045231733,0.079274826,0.037755966,-0.010886861,-0.149835037,0.012684308,0.065516215,1
0.087023285,0.053844298,0.078639801,0.221290766,0.020108863,0.162189623,0.183005925,0.137765759,0.086316292,0.10294941,0.19102199,0.184776019,1
-0.106365139,-0.118627802,-0.110636114,-0.178778808,0.008649281,-0.113409226,-0.183168887,-0.135812171,-0.105170758,0.434221466,0.070483163,-0.146331566,1
-0.077599014,-0.068837583,-0.074748014,0.293213137,0.339440261,0.310516067,-0.11425785,-0.095198801,-0.076478278,0.941826814,0.580676125,0.306881912,1
-0.083115508,-0.074860305,-0.080762132,0.264677812,0.355668891,0.29436961,-0.132173308,-0.106350864,-0.082320602,0.728487591,0.462714905,0.283222615,1
-0.000000246,-0.000001,1.86E-08,0.000000247,0.00000101,-2.41E-08,-0.000000102,0.000000025,-0.000000155,0.000000103,-2.52E-08,0.000000162,0
0.041881368,0.058030171,0.048587911,0.121369564,-0.061431197,0.075053318,0.109438403,0.070356713,0.048391988,-0.054676296,0.065553253,0.092025291,1
0.055113909,0.081932036,0.06547159,-0.071681482,0.137229481,-0.004965969,-0.02789002,0.014032021,0.061477689,-0.358323757,-0.228749184,-0.042648042,1
0.089438801,0.082686936,0.08812423,20,19.8,20,0.179757703,0.131212523,0.089530038,20.6,20.3,20,1
-0.00000299,-0.0000122,0.000000335,0.00000301,0.0000123,-0.000000332,-0.00000125,0.000000305,-0.0000021,0.00000125,-0.000000307,0.0000022,0
-0.015402138,-0.026923923,-0.016740858,0.440691807,0.351690407,0.414678594,0.02304524,0.004962001,-0.014893459,0.512642512,0.483438734,0.426323985,1
0.103920463,0.078184182,0.098037129,0.112704411,0.132386963,0.109885548,0.131939633,0.120972368,0.101477373,-0.879174086,-0.339925329,0.101446816,1
-0.071086623,-0.325199744,-0.221168572,0.055787647,0.368395933,0.231919155,-0.047841904,0.004846962,-0.084910778,0.053348736,-0.017186368,0.08866537,0
-0.289455181,-0.257417135,-0.278956978,1.248987481,0.942580872,1.175483208,-0.243058027,-0.272535355,-0.283587308,3.62143855,2.362995481,1.231523886,1
-0.316200615,-0.291469799,-0.307341525,-1.664732483,-1.772373747,-1.676541024,-0.33906889,-0.327704646,-0.310161705,0.667198619,-0.59702747,-1.652900648,1
-0.053450915,-0.045592276,-0.050910865,0.373316197,0.308652696,0.358314125,-0.045266566,-0.050743022,-0.052089867,0.921855767,0.630074552,0.370523593,1
-0.565804201,-1.19989231,-0.819569096,0.925134569,0.033183011,0.483596043,0.236871318,0.079364472,-0.381098228,-0.134154533,0.35094479,0.324149599,0
-0.000000791,-0.00000324,7.87E-08,0.000000795,0.00000325,-9.29E-08,-0.00000033,8.07E-08,-0.000000524,0.000000332,-8.11E-08,0.00000055,0
-0.053398588,-0.045379945,-0.050904732,0.373263604,0.308439305,0.35829869,-0.045244924,-0.050748357,-0.052047745,0.921834017,0.630079911,0.370479421,1
-0.000135119,-0.000552559,-0.0000273,0.000135788,0.000555331,0.0000561,-0.0000563,0.0000138,-0.000111773,0.0000566,-0.0000138,0.00011721,0
0.043962575,0.046036119,0.048624787,-0.024021208,0.104598221,0.006096858,0.006426588,0.026785601,0.047046931,-0.519716606,-0.265329639,-0.018723401,1
-0.243541898,-0.202308474,-0.231946875,-1.735574406,-1.599061971,-1.678667893,-0.356697652,-0.300152841,-0.238470446,0.11627274,-0.915034568,-1.689274621,1
-0.019226868,-0.138047896,-0.081577929,0.489586365,0.540783542,0.546290546,0.033530001,0.036643441,-0.020672339,0.290719025,0.377189059,0.481464971,1
-0.000000563,-0.0000023,5.25E-08,0.000000566,0.00000232,-6.38E-08,-0.000000235,5.74E-08,-0.000000368,0.000000236,-5.77E-08,0.000000386,0
-0.966698142,-1.164231334,-1.039678522,0.602079781,-0.568875245,0.147728178,-0.148015385,-0.315456007,-0.574905357,1.270929063,0.943180261,0.058881735,1
0.092195678,0.082918133,0.090824978,0.4273435,0.56803706,0.466471245,0.056634329,0.078451527,0.091689989,-0.105051852,0.166783882,0.442879309,1
0.11127903,0.103722129,0.108514744,0.0164,0.21,0.0685,0.058891161,0.088549302,0.10934192,-0.735,-0.349,0.0369,1
-0.070662973,-0.077386675,-0.063782938,0.034311191,-0.140682468,-0.022032927,-0.011841483,-0.039888988,-0.062558021,0.628973565,0.32309623,-0.001534701,1
-0.109539889,-0.094037222,-0.104702202,-0.0651,-0.17,-0.0883,-0.098128939,-0.106391084,-0.106907818,0.851,0.363,-0.0685,1
-0.127068269,-0.14245831,-0.133432392,-4.383751016,-4.227673997,-4.317024497,-0.191301165,-0.145861033,-0.118667371,-3.520064396,-4.021508574,-4.357516843,1
-0.1749458,-0.167194453,-0.173916466,-3.717467723,-3.372379261,-3.598350809,-0.332016917,-0.243384446,-0.17176129,-2.594457714,-3.257871862,-3.651191821,1
-0.010887439,-0.044723393,-0.022219062,0.011157213,0.044839517,0.028342518,-0.004407565,0.001210119,-0.010894628,0.003900107,-0.001354054,0.011424189,0
-0.486394057,-1.186686627,-0.775270768,0.844988298,0.234755779,0.497542052,0.214594517,0.102359827,-0.352367525,-0.323204545,0.185514429,0.314478139,0
-0.048925448,0.046630621,-0.009579906,-0.148461398,-0.093181593,-0.115759939,-0.106282853,-0.087377952,-0.025631477,-0.181542417,-0.170661218,-0.130540519,1
-0.092996608,-0.09551559,-0.092420418,0.221518821,0.395666113,0.272739303,-0.148461849,-0.116679612,-0.092651986,-0.116388325,0.044683,0.245265099,1
-0.166364829,-0.131110193,-0.15699386,-3.726172108,-3.408735122,-3.620244436,-0.328382792,-0.244315679,-0.162894691,-2.597774101,-3.256797519,-3.660489508,1
-0.000132443,-0.000541618,-0.0000262,0.0001331,0.000544333,0.0000542,-0.0000552,0.0000135,-0.000109465,0.0000555,-0.0000136,0.00011479,0
0.183232944,-0.074568668,0.035886172,-1.312670848,-0.581786789,-1.029259709,0.093787095,0.205720246,0.163704864,-3.323569128,-2.346190582,-1.23627639,1
-0.116458905,-0.178944801,-0.141968005,0.034864028,-0.096182025,0.020255402,-0.020613658,-0.051705483,-0.103318767,-0.161099508,-0.049627571,-0.012861934,1
-0.000000731,-0.00000299,7.17E-08,0.000000734,0.000003,-8.52E-08,-0.000000305,7.45E-08,-0.000000482,0.000000306,-7.48E-08,0.000000506,0
0.102986008,0.104114173,0.103301445,0.417439395,0.577430131,0.463216454,0.055114087,0.081257684,0.102707267,-0.132335898,0.147543994,0.437904966,1
-0.037624543,-0.03297873,-0.036001603,0.405581581,0.311694042,0.380728463,-0.012343028,-0.026782106,-0.036559613,0.75977924,0.578200186,0.396192692,1
-0.108952754,-0.115377652,-0.107301991,-0.12183794,-0.082023673,-0.121155132,-0.136191173,-0.120421233,-0.109788581,0.479579399,0.145214307,-0.119321859,1
0.111114739,0.101623296,0.107829883,0.0255,0.203,0.0723,0.066243954,0.092040974,0.108973227,-0.761,-0.354,0.0427,1
-0.09171985,-0.082437963,-0.089636746,-0.228,0.0268,-0.151,-0.184925702,-0.135129194,-0.091425884,-0.517,-0.392,-0.189,1
-0.002687188,-0.010981288,-0.003445585,0.00269073,0.01104211,0.004842273,-0.001126493,0.000269376,-0.002529012,0.001156047,-0.000264767,0.002652025,0
-0.00770476,-0.010130437,-0.008036371,0.440952514,0.344644514,0.412281226,0.02914775,0.009312316,-0.007544144,0.472755141,0.467918064,0.426392898,1
-0.00163108,-0.0066619,-0.001692967,0.0016396,0.006689092,0.002467204,-0.000678207,0.000165532,-0.00150116,0.000686855,-0.000162515,0.001574179,0
-0.091818202,-0.082844771,-0.089651319,-0.228,0.027188978,-0.151,-0.18496717,-0.13511917,-0.091508033,-0.517,-0.392,-0.189,1
-0.003446332,-0.014104669,-0.00487007,0.003443434,0.014205783,0.006726505,-0.001454222,0.000344809,-0.003282561,0.001491462,-0.000346905,0.003442223,0
0.108828205,0.092088617,0.103819701,0.0759,0.159387653,0.0925,0.106613865,0.110030773,0.106174148,-0.867,-0.362,0.0757,1
-0.03016143,-0.546397675,-0.305920612,0.580005267,1.258974451,0.835632129,0.005009845,0.115446962,-0.062062622,-0.197163849,0.061853048,0.601244344,1
-0.276571974,-0.90094608,-0.589620907,0.184199999,0.55956933,0.31900306,-0.087666706,-0.042378772,-0.321879356,-0.26400505,-0.15351452,0.127568064,1
-0.133456832,-0.145581085,-0.137792855,-0.100849578,-0.094996318,-0.077866655,-0.14707069,-0.13016665,-0.124311324,0.96063344,0.370966387,-0.094083963,1
0.08628344,0.082479492,0.084879264,0.43155927,0.537748424,0.460178694,0.059702057,0.074746736,0.085295352,-0.076681073,0.187589728,0.442527446,1
0.095872722,0.082441487,0.092499027,0.201,0.00952,0.14,0.183858457,0.13746144,0.094863783,-0.207,0.0414,0.166,1
-0.108922953,-0.092480536,-0.103822903,-0.0758,-0.158993769,-0.0925,-0.106653814,-0.110021114,-0.106250736,0.867,0.362,-0.0757,1
0.128944862,0.124463546,0.132234056,0.106000545,0.150480579,0.108484085,0.142117636,0.135587014,0.132095123,-1.050804204,-0.423621959,0.091970259,1
-0.093237537,-0.091471615,-0.092337494,-19.58617089,-19.41170274,-19.53587792,-0.146477071,-0.117323615,-0.093246492,-20.1441619,-19.86183392,-19.56321796,1
0.038919454,-0.066934492,-0.015134535,0.473924978,0.639203552,0.557245719,0.047583925,0.071351713,0.037339676,-0.006344372,0.220727863,0.481237348,1
0.161332837,0.155509082,0.158226294,-3.479065408,-2.959485242,-3.333290151,0.000941841,0.089482593,0.158272206,-4.916783349,-4.197850923,-3.415317487,1
0.199688048,0.148963609,0.187241287,3.74018655,3.491909645,3.65357096,0.350073296,0.276120255,0.195627068,2.345537736,3.139504945,3.680191162,1
-0.039820832,-0.156986151,-0.104011735,0.037235122,0.156908988,0.118992148,-0.017717096,0.002429836,-0.041398196,0.026911829,0.000851808,0.04337858,0
0.179611982,0.098227516,0.144389228,-0.025546591,0.500852422,0.116842939,0.037137864,0.126982037,0.156832911,-1.039670152,-0.554689499,0.044715034,1
-0.121463987,-0.094616392,-0.112114562,-0.028572921,-0.246678257,-0.078951121,-0.067361167,-0.100477627,-0.113467767,0.730227588,0.343454317,-0.053505239,1
-0.110864962,-0.114951506,-0.11140089,0.023688145,-0.232075105,-0.050822637,-0.026038431,-0.071927625,-0.110398288,0.605163555,0.320356235,-0.011358048,1
-0.064287304,-0.054621906,-0.061467893,0.342572931,0.315252862,0.339154985,-0.073862827,-0.069885093,-0.062919328,1.005867832,0.646434221,0.346310917,1
0.090168968,0.076030879,0.088035632,0.229209071,-0.020347071,0.153640347,0.184273634,0.135286717,0.089970492,0.517267737,0.391558652,0.190784251,1
-0.8804783,-1.0973022,-0.957827417,0.839771042,-0.569166368,0.310951695,0.041166204,-0.177874234,-0.484634126,1.738689917,1.329644114,0.267660231,0
-1.069745383,-1.400505667,-1.196137157,2.166287538,0.454655902,1.52995258,-0.094659196,-0.350102469,-0.748357361,4.504358884,3.269832368,1.491171075,1
-0.00000446,-0.0000183,0.000000489,0.00000449,0.0000183,-0.000000441,-0.00000186,0.000000455,-0.00000319,0.00000187,-0.000000457,0.00000334,0
-0.116444016,-0.197909494,-0.159559695,0.280433114,0.482188343,0.375191381,-0.151412067,-0.108433477,-0.115951881,0.552883534,0.364521241,0.302781726,1
0.009263703,-0.004676858,0.003218616,-3.616863842,-3.083283132,-3.452228783,-0.175808017,-0.068826804,0.00880806,-3.931777982,-3.833081046,-3.540028339,1
-0.1100675,-0.09575241,-0.105544683,-0.0546,-0.179,-0.0841,-0.089805998,-0.102764735,-0.107509584,0.832,0.363,-0.0616,1
0.103452607,0.06869201,0.094063982,0.071159308,0.195204396,0.102404729,0.095518081,0.107020811,0.100818098,-0.848521646,-0.364049592,0.074895914,1
-0.138517159,-0.238650055,-0.197918053,-0.137556543,0.110149082,-0.012408688,-0.191137184,-0.132795675,-0.139269192,0.618846894,0.156847494,-0.101752852,1
-0.110524072,-0.09767887,-0.10634475,-0.0446,-0.188,-0.0801,-0.081715701,-0.099155135,-0.108068472,0.809,0.361,-0.055,1
0.256824107,0.202395134,0.242804235,1.724111103,1.664625519,1.689513466,0.35202561,0.308706403,0.251385787,-0.29600505,0.815646656,1.685949036,1
-0.049585813,-0.042339134,-0.047262574,0.38225242,0.308037387,0.364229731,-0.036408196,-0.044556083,-0.048279616,0.884076061,0.619128009,0.377575542,1
-0.121330812,-0.145262593,-0.131485957,-0.073339291,-0.09355544,-0.060942364,-0.120551092,-0.112159245,-0.119013559,0.883243108,0.356574535,-0.068959174,1
-0.00000183,-0.0000075,0.000000202,0.00000184,0.00000754,-0.000000217,-0.000000764,0.000000187,-0.00000126,0.000000768,-0.000000188,0.00000132,0
0.260201603,0.216525603,0.248442221,1.720743262,1.650369521,1.681888363,0.353489656,0.308368755,0.254796001,-0.297503121,0.815995229,1.682372956,1
0.07414499,0.101858272,0.085937629,-0.433218866,-0.234763803,-0.372812196,-0.005785258,0.034411915,0.080134481,-0.694908423,-0.577698211,-0.40340913,1
-0.078727414,-0.073409802,-0.076025488,0.294348308,0.344029593,0.312363511,-0.11472258,-0.095084039,-0.077514309,0.9422964,0.58056363,0.307968337,1
-0.151907169,-0.358232587,-0.276656387,-19.98146312,-19.46101153,-19.75063782,-0.2197063,-0.12819853,-0.162941596,-20.52629277,-20.32175939,-19.9163606,1
0.081366956,0.074663198,0.079905909,0.435311221,0.530268849,0.459777762,0.060220459,0.072932255,0.080347567,-0.060420486,0.198208199,0.443996817,1
0.015655672,-0.012324927,0.010469444,3.655732435,3.183108791,3.511964915,0.20754627,0.107284293,0.015094969,3.665810295,3.720946715,3.579359634,1
0.055343536,0.046362646,0.052884695,0.449265203,0.468174722,0.450883603,0.061333659,0.059291184,0.054054405,0.054687457,0.268095666,0.446290387,1
-0.107241342,-0.089191518,-0.101926526,-0.0985,-0.136,-0.101,-0.124090045,-0.117227361,-0.104619064,0.884,0.351,-0.091,1
-0.264174106,-0.89882103,-0.582297776,0.057152305,0.789440845,0.281326942,-0.198496333,-0.071038845,-0.294560564,-0.350688739,-0.330917977,0.026140743,1
-0.022531588,0.023005781,-0.015103055,-0.09005835,-0.021611497,-0.038483138,-0.075490965,-0.052457078,-0.016849836,0.284424452,0.070536336,-0.053241608,1
-0.612767325,-1.199205827,-0.843511703,0.958467695,-0.08440048,0.470976126,0.240673258,0.059653997,-0.397366676,0.018668337,0.46189982,0.326718862,0
-0.00000348,-0.0000142,0.000000388,0.00000349,0.0000143,-0.000000372,-0.00000145,0.000000354,-0.00000246,0.00000146,-0.000000356,0.00000258,0
-0.024240425,0.022613565,-0.015495018,-0.006113473,0.025901775,0.03400906,-0.064918382,-0.048777829,-0.017585334,0.412175946,0.179073881,0.024124891,1
-0.23024933,-0.900000901,-0.559012606,0.72585425,1.100033559,0.827772753,-0.010429816,0.04882757,-0.248415851,0.469340635,0.435094427,0.610133309,1
-0.118614455,-0.138364645,-0.123243771,0.007922594,-0.190173851,-0.043524473,-0.048059935,-0.080955216,-0.117244805,0.685997203,0.337621663,-0.018303823,1
0.132227792,-0.05827977,0.064224447,0.258646679,0.281710686,0.212198437,0.232778878,0.202643508,0.091005306,-1.179066461,-0.395260712,0.214663259,1
-0.110994478,-0.115487217,-0.111426818,0.023818304,-0.231536708,-0.0508,-0.026093045,-0.071914428,-0.110507631,0.605,0.32,-0.011243385,1
0.050992272,0.042254612,0.048406623,0.450675528,0.457636879,0.449000714,0.060845276,0.056595821,0.049707375,0.077267547,0.280712739,0.446093281,1
